"","V1","V2"
"8726","Malaysia"," Anopheles leucosphyrus"
"8727","Malaysia"," Anopheles lindesayi cameronensis"
"8728","Malaysia"," Anopheles litoralis"
"8729","Malaysia"," Anopheles macarthuri"
"8730","Malaysia"," Anopheles maculatus"
"8731","Malaysia"," Anopheles minimus"
"8732","Malaysia"," Anopheles montanus"
"8733","Malaysia"," Anopheles nemophilous"
"8734","Malaysia"," Anopheles nigerrimus"
"8735","Malaysia"," Anopheles nitidus"
"8736","Malaysia"," Anopheles nivipes"
"8737","Malaysia"," Anopheles noniae"
"8738","Malaysia"," Anopheles pallidus"
"8739","Malaysia"," Anopheles palmatus"
"8740","Malaysia"," Anopheles parangensis"
"8741","Malaysia"," Anopheles peditaeniatus"
"8742","Malaysia"," Anopheles philippinensis"
"8743","Malaysia"," Anopheles pollicaris"
"8744","Malaysia"," Anopheles pujutensis"
"8745","Malaysia"," Anopheles pursati"
"8746","Malaysia"," Anopheles riparis"
"8747","Malaysia"," Anopheles roperi"
"8748","Malaysia"," Anopheles saungi"
"8749","Malaysia"," Anopheles separatus"
"8750","Malaysia"," Anopheles similissimus"
"8751","Malaysia"," Anopheles sinensis"
"8752","Malaysia"," Anopheles sintonoides"
"8753","Malaysia"," Anopheles stookesi"
"8754","Malaysia"," Anopheles stricklandi"
"8755","Malaysia"," Anopheles subpictus"
"8756","Malaysia"," Anopheles sundaicus"
"8757","Malaysia"," Anopheles tessellatus"
"8758","Malaysia"," Anopheles umbrosus"
"8759","Malaysia"," Anopheles vagus"
"8760","Malaysia"," Anopheles watsonii"
"8761","Malaysia"," Anopheles wellingtonianus"
"8762","Malaysia"," Anopheles whartoni"
"8763","Malaysia"," Armigeres annulitarsis"
"8764","Malaysia"," Armigeres aureolineatus"
"8765","Malaysia"," Armigeres balteatus"
"8766","Malaysia"," Armigeres cingulatus"
"8767","Malaysia"," Armigeres confusus"
"8768","Malaysia"," Armigeres conjungens"
"8769","Malaysia"," Armigeres denbesteni"
"8770","Malaysia"," Armigeres dentatus"
"8771","Malaysia"," Armigeres digitatus"
"8772","Malaysia"," Armigeres dolichocephalus"
"8773","Malaysia"," Armigeres durhami"
"8774","Malaysia"," Armigeres fimbriatus"
"8775","Malaysia"," Armigeres flavus"
"8776","Malaysia"," Armigeres hybridus"
"8777","Malaysia"," Armigeres inchoatus"
"8778","Malaysia"," Armigeres jugraensis"
"8779","Malaysia"," Armigeres kesseli"
"8780","Malaysia"," Armigeres kinabaluensis"
"8781","Malaysia"," Armigeres kuchingensis"
"8782","Malaysia"," Armigeres longipalpis"
"8783","Malaysia"," Armigeres magnus"
"8784","Malaysia"," Armigeres maiae"
"8785","Malaysia"," Armigeres malayi"
"8786","Malaysia"," Armigeres maximus"
"8787","Malaysia"," Armigeres moultoni"
"8788","Malaysia"," Armigeres obturbans"
"8789","Malaysia"," Armigeres omissus"
"8790","Malaysia"," Armigeres pectinatus"
"8791","Malaysia"," Armigeres pendulus"
"8792","Malaysia"," Armigeres subalbatus"
"8793","Malaysia"," Armigeres traubi"
"8794","Malaysia"," Bruceharrisonius greenii"
"8795","Malaysia"," Cancraedes curtipes"
"8796","Malaysia"," Cancraedes indonesiae"
"8797","Malaysia"," Cancraedes masculinus"
"8798","Malaysia"," Christophersiomyia gombakensis"
"8799","Malaysia"," Christophersiomyia ibis"
"8800","Malaysia"," Collessius elsiae"
"8801","Malaysia"," Collessius macfarlanei"
"8802","Malaysia"," Collessius shortti"
"8803","Malaysia"," Coquillettidia aureosquammata"
"8804","Malaysia"," Coquillettidia crassipes"
"8805","Malaysia"," Coquillettidia hodgkini"
"8806","Malaysia"," Coquillettidia nigrosignata"
"8807","Malaysia"," Coquillettidia ochracea"
"8808","Malaysia"," Culex aculeatus"
"8809","Malaysia"," Culex acutipalus"
"8810","Malaysia"," Culex aestivus"
"8811","Malaysia"," Culex alienus"
"8812","Malaysia"," Culex alis"
"8813","Malaysia"," Culex alphus"
"8814","Malaysia"," Culex annulus"
"8815","Malaysia"," Culex bandoengensis"
"8816","Malaysia"," Culex barkerii"
"8817","Malaysia"," Culex bengalensis"
"8818","Malaysia"," Culex bicornutus"
"8819","Malaysia"," Culex bitaeniorhynchus"
"8820","Malaysia"," Culex brevipalpis"
"8821","Malaysia"," Culex brevipalpus"
"8822","Malaysia"," Culex cinctellus"
"8823","Malaysia"," Culex coerulescens"
"8824","Malaysia"," Culex crassicomus"
"8825","Malaysia"," Culex cubitatus"
"8826","Malaysia"," Culex curtipalpis"
"8827","Malaysia"," Culex demissus"
"8828","Malaysia"," Culex eminentia"
"8829","Malaysia"," Culex foliatus"
"8830","Malaysia"," Culex fragilis"
"8831","Malaysia"," Culex fuscocephala"
"8832","Malaysia"," Culex ganapathi"
"8833","Malaysia"," Culex gelidus"
"8834","Malaysia"," Culex geminus"
"8835","Malaysia"," Culex gracicornis"
"8836","Malaysia"," Culex hackeri"
"8837","Malaysia"," Culex hewitti"
"8838","Malaysia"," Culex hutchinsoni"
"8839","Malaysia"," Culex imposter"
"8840","Malaysia"," Culex inculus"
"8841","Malaysia"," Culex infantulus"
"8842","Malaysia"," Culex infula"
"8843","Malaysia"," Culex jefferyi"
"8844","Malaysia"," Culex jenseni"
"8845","Malaysia"," Culex kinabaluensis"
"8846","Malaysia"," Culex kuhnsi"
"8847","Malaysia"," Culex lavatae"
"8848","Malaysia"," Culex lucaris"
"8849","Malaysia"," Culex macdonaldi"
"8850","Malaysia"," Culex macrostylus"
"8851","Malaysia"," Culex malayensis"
"8852","Malaysia"," Culex malayi"
"8853","Malaysia"," Culex mammilifer"
"8854","Malaysia"," Culex mimeticus"
"8855","Malaysia"," Culex mimulus"
"8856","Malaysia"," Culex minor"
"8857","Malaysia"," Culex minutissimus"
"8858","Malaysia"," Culex murrelli"
"8859","Malaysia"," Culex navalis"
"8860","Malaysia"," Culex niger"
"8861","Malaysia"," Culex nigropunctatus"
"8862","Malaysia"," Culex obscurus"
"8863","Malaysia"," Culex pairoji"
"8864","Malaysia"," Culex pallidothorax"
"8865","Malaysia"," Culex papuensis"
"8866","Malaysia"," Culex paraculeatus"
"8867","Malaysia"," Culex perplexus"
"8868","Malaysia"," Culex peytoni"
"8869","Malaysia"," Culex pluvialis"
"8870","Malaysia"," Culex pseudosinensis"
"8871","Malaysia"," Culex pseudovishnui"
"8872","Malaysia"," Culex quadripalpis"
"8873","Malaysia"," Culex quinquefasciatus"
"8874","Malaysia"," Culex rajah"
"8875","Malaysia"," Culex ramalingami"
"8876","Malaysia"," Culex reidi"
"8877","Malaysia"," Culex richardgarciai"
"8878","Malaysia"," Culex rubithoracis"
"8879","Malaysia"," Culex scanloni"
"8880","Malaysia"," Culex selai"
"8881","Malaysia"," Culex selangorensis"
"8882","Malaysia"," Culex simplicicornis"
"8883","Malaysia"," Culex sinensis"
"8884","Malaysia"," Culex sitiens"
"8885","Malaysia"," Culex spathifurca"
"8886","Malaysia"," Culex spiculosus"
"8887","Malaysia"," Culex spiculothorax"
"8888","Malaysia"," Culex tenuipalpis"
"8889","Malaysia"," Culex traubi"
"8890","Malaysia"," Culex tritaeniorhynchus"
"8891","Malaysia"," Culex variatus"
"8892","Malaysia"," Culex vishnui"
"8893","Malaysia"," Culex whartoni"
"8894","Malaysia"," Culex whitei"
"8895","Malaysia"," Culex whitmorei"
"8896","Malaysia"," Culex wilfredi"
"8897","Malaysia"," Culiseta marchettei"
"8898","Malaysia"," Danielsia albotaeniata"
"8899","Malaysia"," Downsiomyia albolateralis"
"8900","Malaysia"," Downsiomyia axitiosa"
"8901","Malaysia"," Downsiomyia ganapathi"
"8902","Malaysia"," Downsiomyia inermis"
"8903","Malaysia"," Downsiomyia leonis"
"8904","Malaysia"," Downsiomyia litorea"
"8905","Malaysia"," Downsiomyia mikrokopion"
"8906","Malaysia"," Downsiomyia niveoides"
"8907","Malaysia"," Downsiomyia novonivea"
"8908","Malaysia"," Downsiomyia pexa"
"8909","Malaysia"," Downsiomyia pseudonivea"
"8910","Malaysia"," Downsiomyia subnivea"
"8911","Malaysia"," Downsiomyia vana"
"8912","Malaysia"," Edwardsaedes imprimens"
"8913","Malaysia"," Ficalbia minima"
"8914","Malaysia"," Finlaya avistylus"
"8915","Malaysia"," Finlaya flavipennis"
"8916","Malaysia"," Finlaya poicilia"
"8917","Malaysia"," Fredwardsius vittatus"
"8918","Malaysia"," Heizmannia achaetae"
"8919","Malaysia"," Heizmannia aureochaeta"
"8920","Malaysia"," Heizmannia communis"
"8921","Malaysia"," Heizmannia complex"
"8922","Malaysia"," Heizmannia funerea"
"8923","Malaysia"," Heizmannia indica"
"8924","Malaysia"," Heizmannia macdonaldi"
"8925","Malaysia"," Heizmannia persimilis"
"8926","Malaysia"," Heizmannia propinqua"
"8927","Malaysia"," Heizmannia reidi"
"8928","Malaysia"," Heizmannia scintillans"
"8929","Malaysia"," Heizmannia taiwanensis"
"8930","Malaysia"," Hodgesia malayi"
"8931","Malaysia"," Hodgesia quasisanguinae"
"8932","Malaysia"," Hulecoeteomyia chrysolineata"
"8933","Malaysia"," Hulecoeteomyia fluviatilis"
"8934","Malaysia"," Hulecoeteomyia formosensis"
"8935","Malaysia"," Hulecoeteomyia harveyi"
"8936","Malaysia"," Hulecoeteomyia jugraensis"
"8937","Malaysia"," Kenknightia dissimilis"
"8938","Malaysia"," Kenknightia gaffigani"
"8939","Malaysia"," Kenknightia pecori"
"8940","Malaysia"," Kenknightia wilkersoni"
"8941","Malaysia"," Kimia decorabilis"
"8942","Malaysia"," Lorrainea amesii"
"8943","Malaysia"," Lorrainea fumida"
"8944","Malaysia"," Lutzia fuscana"
"8945","Malaysia"," Lutzia halifaxii"
"8946","Malaysia"," Lutzia vorax"
"8947","Malaysia"," Malaya genurostris"
"8948","Malaysia"," Malaya incomptas"
"8949","Malaysia"," Malaya jacobsoni"
"8950","Malaysia"," Malaya splendens"
"8951","Malaysia"," Mansonia annulata"
"8952","Malaysia"," Mansonia annulifera"
"8953","Malaysia"," Mansonia bonneae"
"8954","Malaysia"," Mansonia dives"
"8955","Malaysia"," Mansonia indiana"
"8956","Malaysia"," Mansonia perditus"
"8957","Malaysia"," Mansonia uniformis"
"8958","Malaysia"," Mimomyia aurea"
"8959","Malaysia"," Mimomyia chamberlaini"
"8960","Malaysia"," Mimomyia chamberlaini metallica"
"8961","Malaysia"," Mimomyia elegans"
"8962","Malaysia"," Mimomyia fusca"
"8963","Malaysia"," Mimomyia hybrida"
"8964","Malaysia"," Mimomyia luzonensis"
"8965","Malaysia"," Mucidus aurantius"
"8966","Malaysia"," Mucidus laniger"
"8967","Malaysia"," Mucidus quasiferinus"
"8968","Malaysia"," Neomelaniconion lineatopenne"
"8969","Malaysia"," Ochlerotatus vigilax"
"8970","Malaysia"," Orthopodomyia albipes"
"8971","Malaysia"," Orthopodomyia anopheloides"
"8972","Malaysia"," Orthopodomyia wilsoni"
"8973","Malaysia"," Paraedes bonneae"
"8974","Malaysia"," Paraedes collessi"
"8975","Malaysia"," Paraedes ostentatio"
"8976","Malaysia"," Petermattinglyius franciscoi"
"8977","Malaysia"," Petermattinglyius whartoni"
"8978","Malaysia"," Rhinoskusea longirostris"
"8979","Malaysia"," Rhinoskusea pillaii"
"8980","Malaysia"," Rhinoskusea wardi"
"8981","Malaysia"," Scutomyia albolineata"
"8982","Malaysia"," Scutomyia boharti"
"8983","Malaysia"," Stegomyia aegypti"
"8984","Malaysia"," Stegomyia albopicta"
"8985","Malaysia"," Stegomyia alcasidi"
"8986","Malaysia"," Stegomyia desmotes"
"8987","Malaysia"," Stegomyia gardnerii"
"8988","Malaysia"," Stegomyia malayensis"
"8989","Malaysia"," Stegomyia patriciae"
"8990","Malaysia"," Stegomyia paullusi"
"8991","Malaysia"," Stegomyia perplexa"
"8992","Malaysia"," Stegomyia pseudalbopicta"
"8993","Malaysia"," Stegomyia scutellaris"
"8994","Malaysia"," Stegomyia Subgenus Uncertain gardnerii imitator"
"8995","Malaysia"," Stegomyia w-alba"
"8996","Malaysia"," Tanakaius togoi"
"8997","Malaysia"," Topomyia argentoventralis"
"8998","Malaysia"," Topomyia argyropalpis"
"8999","Malaysia"," Topomyia aureoventer"
"9000","Malaysia"," Topomyia chaii"
"9001","Malaysia"," Topomyia danaraji"
"9002","Malaysia"," Topomyia dubitans"
"9003","Malaysia"," Topomyia gracilis"
"9004","Malaysia"," Topomyia hardini"
"9005","Malaysia"," Topomyia katibasensis"
"9006","Malaysia"," Topomyia kelabitensis"
"9007","Malaysia"," Topomyia lehcharlesi"
"9008","Malaysia"," Topomyia malaysiensis"
"9009","Malaysia"," Topomyia minor"
"9010","Malaysia"," Topomyia nepenthicola"
"9011","Malaysia"," Topomyia nicksoni"
"9012","Malaysia"," Topomyia nigra"
"9013","Malaysia"," Topomyia roslihashimi"
"9014","Malaysia"," Topomyia rubithoracis"
"9015","Malaysia"," Topomyia sabahensis"
"9016","Malaysia"," Topomyia spathulirostris"
"9017","Malaysia"," Topomyia tenuis"
"9018","Malaysia"," Topomyia tipuliformis"
"9019","Malaysia"," Topomyia trifida"
"9020","Malaysia"," Topomyia vijayae"
"9021","Malaysia"," Topomyia yongi"
"9022","Malaysia"," Toxorhynchites acaudatus"
"9023","Malaysia"," Toxorhynchites amboinensis"
"9024","Malaysia"," Toxorhynchites angustiplatus"
"9025","Malaysia"," Toxorhynchites ater"
"9026","Malaysia"," Toxorhynchites auripes"
"9027","Malaysia"," Toxorhynchites funestus"
"9028","Malaysia"," Toxorhynchites indicus"
"9029","Malaysia"," Toxorhynchites klossi"
"9030","Malaysia"," Toxorhynchites leicesteri"
"9031","Malaysia"," Toxorhynchites magnificus"
"9032","Malaysia"," Toxorhynchites metallicus"
"9033","Malaysia"," Toxorhynchites nigripes"
"9034","Malaysia"," Toxorhynchites pendleburyi"
"9035","Malaysia"," Toxorhynchites quasiferox"
"9036","Malaysia"," Toxorhynchites rajah"
"9037","Malaysia"," Toxorhynchites raris"
"9038","Malaysia"," Toxorhynchites splendens"
"9039","Malaysia"," Tripteroides aeneus"
"9040","Malaysia"," Tripteroides aranoides"
"9041","Malaysia"," Tripteroides caeruleocephalus"
"9042","Malaysia"," Tripteroides denticulatus"
"9043","Malaysia"," Tripteroides hybridus"
"9044","Malaysia"," Tripteroides malayi"
"9045","Malaysia"," Tripteroides mendacis"
"9046","Malaysia"," Tripteroides nepenthis"
"9047","Malaysia"," Tripteroides nepenthisimilis"
"9048","Malaysia"," Tripteroides powelli"
"9049","Malaysia"," Tripteroides proximus"
"9050","Malaysia"," Tripteroides similis"
"9051","Malaysia"," Tripteroides tarsalis"
"9052","Malaysia"," Tripteroides vicinus"
"9053","Malaysia"," Udaya argyrurus"
"9054","Malaysia"," Udaya lucaris"
"9055","Malaysia"," Uranotaenia argyrotarsis"
"9056","Malaysia"," Uranotaenia bicolor"
"9057","Malaysia"," Uranotaenia bimaculata"
"9058","Malaysia"," Uranotaenia bimaculiala"
"9059","Malaysia"," Uranotaenia campestris"
"9060","Malaysia"," Uranotaenia demeilloni"
"9061","Malaysia"," Uranotaenia edwardsi"
"9062","Malaysia"," Uranotaenia harrisoni"
"9063","Malaysia"," Uranotaenia hirsutifemora"
"9064","Malaysia"," Uranotaenia lateralis"
"9065","Malaysia"," Uranotaenia longirostris"
"9066","Malaysia"," Uranotaenia lutescens"
"9067","Malaysia"," Uranotaenia macfarlanei"
"9068","Malaysia"," Uranotaenia maculipleura"
"9069","Malaysia"," Uranotaenia maxima"
"9070","Malaysia"," Uranotaenia metatarsata"
"9071","Malaysia"," Uranotaenia micans"
"9072","Malaysia"," Uranotaenia modesta"
"9073","Malaysia"," Uranotaenia moufiedi"
"9074","Malaysia"," Uranotaenia moultoni"
"9075","Malaysia"," Uranotaenia nivea"
"9076","Malaysia"," Uranotaenia nivipleura"
"9077","Malaysia"," Uranotaenia novobscura"
"9078","Malaysia"," Uranotaenia obscura"
"9079","Malaysia"," Uranotaenia patriciae"
"9080","Malaysia"," Uranotaenia propinqua"
"9081","Malaysia"," Uranotaenia pseudomaculipleura"
"9082","Malaysia"," Uranotaenia quasimodesta"
"9083","Malaysia"," Uranotaenia quinquemaculata"
"9084","Malaysia"," Uranotaenia reinerti"
"9085","Malaysia"," Uranotaenia rossi"
"9086","Malaysia"," Uranotaenia subnormalis"
"9087","Malaysia"," Uranotaenia testacea"
"9088","Malaysia"," Uranotaenia trilineata"
"9089","Malaysia"," Uranotaenia unimaculiala"
"9090","Malaysia"," Uranotaenia xanthomelaena"
"9091","Malaysia"," Verrallina adusta"
"9092","Malaysia"," Verrallina andamanensis"
"9093","Malaysia"," Verrallina butleri"
"9094","Malaysia"," Verrallina comosa"
"9095","Malaysia"," Verrallina cretata"
"9096","Malaysia"," Verrallina dux"
"9097","Malaysia"," Verrallina fragilis"
"9098","Malaysia"," Verrallina gibbosa"
"9099","Malaysia"," Verrallina hamistylus"
"9100","Malaysia"," Verrallina indecorabilis"
"9101","Malaysia"," Verrallina johorensis"
"9102","Malaysia"," Verrallina leicesteri"
"9103","Malaysia"," Verrallina lugubris"
"9104","Malaysia"," Verrallina pahangi"
"9105","Malaysia"," Verrallina perdita"
"9106","Malaysia"," Verrallina pseudovarietas"
"9107","Malaysia"," Verrallina ramalingami"
"9108","Malaysia"," Verrallina rara"
"9109","Malaysia"," Verrallina sabahensis"
"9110","Malaysia"," Verrallina singularis"
"9111","Malaysia"," Verrallina sohni"
"9112","Malaysia"," Verrallina taeniata"
"9113","Malaysia"," Verrallina unca"
"9114","Malaysia"," Verrallina varietas"
"9115","Malaysia"," Verrallina virilis"
"9116","Malaysia"," Zeugnomyia gracilis"
"9117","Maldives","Anopheles subpictus"
"9118","Maldives"," Anopheles tessellatus"
"9119","Maldives"," Armigeres obturbans"
"9120","Maldives"," Culex infantulus"
"9121","Maldives"," Culex malayi"
"9122","Maldives"," Culex minutissimus"
"9123","Maldives"," Culex quinquefasciatus"
"9124","Maldives"," Culex sitiens"
"9125","Maldives"," Culex spathifurca"
"9126","Maldives"," Culex tritaeniorhynchus"
"9127","Maldives"," Culex vishnui"
"9128","Maldives"," Malaya genurostris"
"9129","Maldives"," Stegomyia aegypti"
"9130","Maldives"," Stegomyia albopicta"
"9131","Mali","Aedeomyia furfurea"
"9132","Mali"," Aedimorphus cumminsii"
"9133","Mali"," Aedimorphus fowleri"
"9134","Mali"," Aedimorphus mattinglyi"
"9135","Mali"," Albuginosus haworthi"
"9136","Mali"," Albuginosus stokesi"
"9137","Mali"," Anopheles arabiensis"
"9138","Mali"," Anopheles brohieri"
"9139","Mali"," Anopheles coluzzii"
"9140","Mali"," Anopheles coustani"
"9141","Mali"," Anopheles domicola"
"9142","Mali"," Anopheles flavicosta"
"9143","Mali"," Anopheles funestus"
"9144","Mali"," Anopheles gambiae"
"9145","Mali"," Anopheles hancocki"
"9146","Mali"," Anopheles leesoni"
"9147","Mali"," Anopheles maliensis"
"9148","Mali"," Anopheles nili"
"9149","Mali"," Anopheles obscurus"
"9150","Mali"," Anopheles paludis"
"9151","Mali"," Anopheles pharoensis"
"9152","Mali"," Anopheles pretoriensis"
"9153","Mali"," Anopheles rhodesiensis"
"9154","Mali"," Anopheles rivulorum"
"9155","Mali"," Anopheles rufipes"
"9156","Mali"," Anopheles schwetzi"
"9157","Mali"," Anopheles somalicus"
"9158","Mali"," Anopheles squamosus"
"9159","Mali"," Anopheles wellcomei"
"9160","Mali"," Anopheles ziemanni"
"9161","Mali"," Catageiomyia dialloi"
"9162","Mali"," Coquillettidia maculipennis"
"9163","Mali"," Culex annulioris"
"9164","Mali"," Culex antennatus"
"9165","Mali"," Culex cinerellus"
"9166","Mali"," Culex decens"
"9167","Mali"," Culex grahamii"
"9168","Mali"," Culex grahamii farakoensis"
"9169","Mali"," Culex guiarti"
"9170","Mali"," Culex inconspicuosus"
"9171","Mali"," Culex insignis"
"9172","Mali"," Culex macfiei"
"9173","Mali"," Culex nebulosus"
"9174","Mali"," Culex perfuscus"
"9175","Mali"," Culex poicilipes"
"9176","Mali"," Culex quasiguiarti"
"9177","Mali"," Culex quinquefasciatus"
"9178","Mali"," Culex rima"
"9179","Mali"," Culex simpsoni"
"9180","Mali"," Culex trifoliatus"
"9181","Mali"," Culex univittatus"
"9182","Mali"," Culex weschei"
"9183","Mali"," Culex wigglesworthi"
"9184","Mali"," Diceromyia taylori"
"9185","Mali"," Eretmapodites chrysogaster"
"9186","Mali"," Ficalbia uniformis"
"9187","Mali"," Fredwardsius vittatus"
"9188","Mali"," Mansonia uniformis"
"9189","Mali"," Mimomyia splendens"
"9190","Mali"," Mucidus mucidus"
"9191","Mali"," Mucidus scatophagoides"
"9192","Mali"," Neomelaniconion circumluteolum"
"9193","Mali"," Stegomyia aegypti"
"9194","Mali"," Stegomyia opok"
"9195","Mali"," Uranotaenia balfouri"
"9196","Mali"," Uranotaenia cavernicola"
"9197","Mali"," Uranotaenia fusca"
"9198","Mali"," Uranotaenia mashonaensis"
"9199","Mali"," Uranotaenia ornata"
"9200","Malta","Acartomyia zammitii"
"9201","Malta"," Culex hortensis"
"9202","Malta"," Culex laticinctus"
"9203","Malta"," Culiseta longiareolata"
"9204","Malta"," Ochlerotatus caspius"
"9205","Malta"," Ochlerotatus detritus"
"9206","Malta"," Uranotaenia unguiculata"
"9207","Mariana Islands","Aedeomyia catasticta"
"9208","Mariana Islands"," Aedimorphus caecus"
"9209","Mariana Islands"," Aedimorphus oakleyi"
"9210","Mariana Islands"," Aedimorphus vexans nocturnus"
"9211","Mariana Islands"," Anopheles indefinitus"
"9212","Mariana Islands"," Anopheles litoralis"
"9213","Mariana Islands"," Anopheles subpictus"
"9214","Mariana Islands"," Anopheles vagus"
"9215","Mariana Islands"," Coquillettidia crassipes"
"9216","Mariana Islands"," Culex annulirostris marianae"
"9217","Mariana Islands"," Culex litoralis"
"9218","Mariana Islands"," Culex quinquefasciatus"
"9219","Mariana Islands"," Culex sitiens"
"9220","Mariana Islands"," Lutzia fuscana"
"9221","Mariana Islands"," Lutzia vorax"
"9222","Mariana Islands"," Scutomyia albolineata"
"9223","Mariana Islands"," Stegomyia agrihanensis"
"9224","Mariana Islands"," Stegomyia albopicta"
"9225","Mariana Islands"," Stegomyia guamensis"
"9226","Mariana Islands"," Stegomyia neopandani"
"9227","Mariana Islands"," Stegomyia pandani"
"9228","Mariana Islands"," Stegomyia rotana"
"9229","Mariana Islands"," Stegomyia saipanensis"
"9230","Marshall Islands","Aedimorphus vexans nocturnus"
"9231","Marshall Islands"," Culex quinquefasciatus"
"9232","Marshall Islands"," Stegomyia aegypti"
"9233","Marshall Islands"," Stegomyia marshallensis"
"9234","Martinique","Anopheles aquasalis"
"9235","Martinique"," Culex atratus"
"9236","Martinique"," Culex idottus"
"9237","Martinique"," Culex madininensis"
"9238","Martinique"," Culex nigripalpus"
"9239","Martinique"," Culex quinquefasciatus"
"9240","Martinique"," Deinocerites magnus"
"9241","Martinique"," Haemagogus splendens"
"9242","Martinique"," Howardina busckii"
"9243","Martinique"," Isostomyia perturbans"
"9244","Martinique"," Ochlerotatus taeniorhynchus"
"9245","Martinique"," Stegomyia aegypti"
"9246","Martinique"," Wyeomyia grayii"
"9247","Martinique"," Wyeomyia sororcula"
"9248","Mauritania","Aedeomyia africana"
"9249","Mauritania"," Aedimorphus vexans"
"9250","Mauritania"," Aedimorphus vexans arabiensis"
"9251","Mauritania"," Anopheles arabiensis"
"9252","Mauritania"," Anopheles dthali"
"9253","Mauritania"," Anopheles funestus"
"9254","Mauritania"," Anopheles gambiae"
"9255","Mauritania"," Anopheles pharoensis"
"9256","Mauritania"," Anopheles pretoriensis"
"9257","Mauritania"," Anopheles rhodesiensis"
"9258","Mauritania"," Anopheles rufipes"
"9259","Mauritania"," Anopheles squamosus"
"9260","Mauritania"," Anopheles ziemanni"
"9261","Mauritania"," Culex antennatus"
"9262","Mauritania"," Culex decens"
"9263","Mauritania"," Culex perexiguus"
"9264","Mauritania"," Culex perfuscus"
"9265","Mauritania"," Culex pipiens"
"9266","Mauritania"," Culex poicilipes"
"9267","Mauritania"," Culex quinquefasciatus"
"9268","Mauritania"," Culex simpsoni"
"9269","Mauritania"," Culex univittatus"
"9270","Mauritania"," Culiseta longiareolata"
"9271","Mauritania"," Mimomyia splendens"
"9272","Mauritania"," Mucidus scatophagoides"
"9273","Mauritania"," Mucidus sudanensis"
"9274","Mauritania"," Uranotaenia balfouri"
"9275","Mauritius","Aedimorphus fowleri"
"9276","Mauritius"," Aedimorphus vexans arabiensis"
"9277","Mauritius"," Anopheles arabiensis"
"9278","Mauritius"," Anopheles coustani"
"9279","Mauritius"," Anopheles gambiae"
"9280","Mauritius"," Anopheles maculipalpis"
"9281","Mauritius"," Anopheles merus"
"9282","Mauritius"," Culex insignis"
"9283","Mauritius"," Culex quinquefasciatus"
"9284","Mauritius"," Culex thalassius"
"9285","Mauritius"," Culex tritaeniorhynchus"
"9286","Mauritius"," Lutzia tigripes"
"9287","Mauritius"," Mucidus tonkingi"
"9288","Mauritius"," Orthopodomyia arboricollis"
"9289","Mauritius"," Stegomyia aegypti"
"9290","Mauritius"," Stegomyia albopicta"
"9291","Mauritius"," Stegomyia mascarensis"
"9292","Mauritius"," Stegomyia vinsoni"
"9293","Mexico","Aedeomyia squamipennis"
"9294","Mexico"," Aedimorphus vexans"
"9295","Mexico"," Anopheles albimanus"
"9296","Mexico"," Anopheles apicimacula"
"9297","Mexico"," Anopheles argyritarsis"
"9298","Mexico"," Anopheles aztecus"
"9299","Mexico"," Anopheles bradleyi"
"9300","Mexico"," Anopheles crucians"
"9301","Mexico"," Anopheles darlingi"
"9302","Mexico"," Anopheles eiseni"
"9303","Mexico"," Anopheles fausti"
"9304","Mexico"," Anopheles franciscanus"
"9305","Mexico"," Anopheles freeborni"
"9306","Mexico"," Anopheles gabaldoni"
"9307","Mexico"," Anopheles hectoris"
"9308","Mexico"," Anopheles judithae"
"9309","Mexico"," Anopheles neivai"
"9310","Mexico"," Anopheles neomaculipalpus"
"9311","Mexico"," Anopheles parapunctipennis"
"9312","Mexico"," Anopheles parapunctipennis guatemalensis"
"9313","Mexico"," Anopheles pseudopunctipennis"
"9314","Mexico"," Anopheles punctimacula"
"9315","Mexico"," Anopheles punctipennis"
"9316","Mexico"," Anopheles quadrimaculatus"
"9317","Mexico"," Anopheles strodei"
"9318","Mexico"," Anopheles veruslanei"
"9319","Mexico"," Anopheles vestitipennis"
"9320","Mexico"," Anopheles walkeri"
"9321","Mexico"," Anopheles xelajuensis"
"9322","Mexico"," Aztecaedes ramirezi"
"9323","Mexico"," Chagasia bathana"
"9324","Mexico"," Coquillettidia nigricans"
"9325","Mexico"," Coquillettidia perturbans"
"9326","Mexico"," Coquillettidia venezuelensis"
"9327","Mexico"," Culex anips"
"9328","Mexico"," Culex apicalis"
"9329","Mexico"," Culex arizonensis"
"9330","Mexico"," Culex bastagarius"
"9331","Mexico"," Culex bidens"
"9332","Mexico"," Culex bihaicola"
"9333","Mexico"," Culex chidesteri"
"9334","Mexico"," Culex conservator"
"9335","Mexico"," Culex conspirator"
"9336","Mexico"," Culex corniger"
"9337","Mexico"," Culex coronator"
"9338","Mexico"," Culex declarator"
"9339","Mexico"," Culex derivator"
"9340","Mexico"," Culex diamphidius"
"9341","Mexico"," Culex dunni"
"9342","Mexico"," Culex eastor"
"9343","Mexico"," Culex educator"
"9344","Mexico"," Culex elevator"
"9345","Mexico"," Culex erraticus"
"9346","Mexico"," Culex erythrothorax"
"9347","Mexico"," Culex flabellifer"
"9348","Mexico"," Culex gravitator"
"9349","Mexico"," Culex imitator"
"9350","Mexico"," Culex inflictus"
"9351","Mexico"," Culex inhibitator"
"9352","Mexico"," Culex interrogator"
"9353","Mexico"," Culex iolambdis"
